Signal_ID,Subject,Window,SNR,Activity,Truth,Model_ID,Ensemble_ID,Mean_Value,STD_Value
9,11,26,-0.6086322417972769,6km/h,135.6383,20,0,135.37732,3.0167923
9,11,26,-0.6086322417972769,6km/h,135.6383,20,1,135.8,2.998175
9,11,26,-0.6086322417972769,6km/h,135.6383,20,2,137.42662,3.0301547
9,11,26,-0.6086322417972769,6km/h,135.6383,20,3,136.34235,3.0168493
9,11,26,-0.6086322417972769,6km/h,135.6383,20,4,136.69012,2.999545
9,11,26,-0.6086322417972769,6km/h,135.6383,20,5,136.02228,3.0525043
9,11,26,-0.6086322417972769,6km/h,135.6383,20,6,135.42311,3.0240173
9,11,26,-0.6086322417972769,6km/h,135.6383,20,7,135.44127,2.9948754
9,11,26,-0.6086322417972769,6km/h,135.6383,20,8,135.01279,2.979074
9,11,26,-0.6086322417972769,6km/h,135.6383,20,9,136.98886,3.0022147
9,11,26,-0.6086322417972769,6km/h,135.6383,20,10,135.90857,3.0002964
9,11,26,-0.6086322417972769,6km/h,135.6383,20,11,135.22763,2.980187
9,11,26,-0.6086322417972769,6km/h,135.6383,20,12,136.31133,3.0398054
9,11,26,-0.6086322417972769,6km/h,135.6383,20,13,137.50865,3.0052724
9,11,26,-0.6086322417972769,6km/h,135.6383,20,14,136.02502,3.0023217
9,11,26,-0.6086322417972769,6km/h,135.6383,20,15,135.69637,2.9937894
9,11,26,-0.6086322417972769,6km/h,135.6383,20,16,136.64148,3.0059836
9,11,26,-0.6086322417972769,6km/h,135.6383,20,17,136.16026,3.0121012
9,11,26,-0.6086322417972769,6km/h,135.6383,20,18,136.93854,2.9967873
9,11,26,-0.6086322417972769,6km/h,135.6383,20,19,136.75063,3.009529
9,11,26,-0.6086322417972769,6km/h,135.6383,20,20,134.53789,2.9219737
9,11,26,-0.6086322417972769,6km/h,135.6383,20,21,136.89493,3.070158
9,11,26,-0.6086322417972769,6km/h,135.6383,20,22,138.45589,3.011465
9,11,26,-0.6086322417972769,6km/h,135.6383,20,23,134.99077,3.007928
9,11,26,-0.6086322417972769,6km/h,135.6383,20,24,137.89397,3.0208015
9,11,142,10.941499898055527,Rest_End,164.956,20,0,163.7509,3.4971302
9,11,142,10.941499898055527,Rest_End,164.956,20,1,161.76451,3.427668
9,11,142,10.941499898055527,Rest_End,164.956,20,2,161.89427,3.414508
9,11,142,10.941499898055527,Rest_End,164.956,20,3,162.1004,3.4100003
9,11,142,10.941499898055527,Rest_End,164.956,20,4,163.42934,3.458368
9,11,142,10.941499898055527,Rest_End,164.956,20,5,163.79512,3.4656544
9,11,142,10.941499898055527,Rest_End,164.956,20,6,163.72556,3.4429553
9,11,142,10.941499898055527,Rest_End,164.956,20,7,162.88997,3.450153
9,11,142,10.941499898055527,Rest_End,164.956,20,8,162.16295,3.386417
9,11,142,10.941499898055527,Rest_End,164.956,20,9,163.25804,3.4675045
9,11,142,10.941499898055527,Rest_End,164.956,20,10,162.84529,3.4405246
