Signal_ID,Subject,Window,Activity,SNR,Truth,Predictive_Mean,Absolute Error,Epistemic,Aleotoric,Predictive
16,04,0,intensive arm exercise,4.357729825573697,101.036,105.720215,4.684214843749999,4.2326303,2.7349212,6.967551
16,04,1,intensive arm exercise,3.8611247994351934,101.58,100.67065,0.9093533325195295,2.7692578,2.681088,5.450346
16,04,2,intensive arm exercise,4.736335613202314,101.987,102.58118,0.5941767578125052,3.3949199,2.598096,5.993016
16,04,3,intensive arm exercise,3.724156327029525,102.389,102.093765,0.2952347412109333,3.5769842,2.611204,6.188188
16,04,4,intensive arm exercise,6.92875059883458,109.428,110.295746,0.8677458496093777,1.7953849,2.6971393,4.492524
16,04,5,intensive arm exercise,2.5445347675041696,113.391,114.34137,0.9503696289062447,1.43966,2.7459958,4.1856556
16,04,6,intensive arm exercise,0.7207804151046817,116.796,118.25726,1.4612631835937435,2.9617102,2.7967737,5.758484
16,04,7,intensive arm exercise,-0.4799287191172425,119.427,119.74557,0.31856732177733704,3.27574,2.8641217,6.1398616
16,04,8,intensive arm exercise,1.4855773724548311,122.449,124.31583,1.866826416015627,2.4579642,2.8243744,5.2823386
16,04,9,intensive arm exercise,4.161678470446405,124.481,125.46988,0.9888791503906305,1.156108,2.8536186,4.0097265
16,04,10,intensive arm exercise,4.733575848837274,125.0,125.81418,0.814178466796875,0.8483802,2.832258,3.6806383
16,04,11,intensive arm exercise,7.969468457332521,124.224,123.98993,0.23407080078125375,1.3348845,2.8654714,4.200356
16,04,12,intensive arm exercise,7.226308704986487,122.683,123.92848,1.2454820556640556,0.7992003,2.8413851,3.6405854
16,04,13,intensive arm exercise,3.0340674155691043,121.753,121.14128,0.6117188720703126,0.58893883,2.8413906,3.4303293
16,04,14,intensive arm exercise,1.0532759949311905,121.885,122.10727,0.22226928710936988,0.8154443,2.8532996,3.6687438
16,04,15,intensive arm exercise,0.4350567732602387,119.808,120.29022,0.48222216796874307,1.7903012,2.8442948,4.634596
16,04,16,intensive arm exercise,-0.11820430738980774,117.066,121.06016,3.9941577758789037,3.2917032,2.8005707,6.0922737
16,04,17,intensive arm exercise,-3.411143747408534,115.005,116.692566,1.6875659179687545,2.4630032,2.8360915,5.2990947
16,04,18,intensive arm exercise,-4.392208085277323,114.629,114.273636,0.3553641357421924,2.2336426,2.825314,5.0589566
16,04,19,intensive arm exercise,-1.772175284886702,116.796,116.9121,0.11610174560546227,2.398611,2.8592954,5.2579064
16,04,20,intensive arm exercise,-1.4361600242560548,117.318,123.51363,6.195633728027346,3.3816748,2.8872476,6.2689223
16,04,21,intensive arm exercise,-0.43701563495588747,112.839,113.800644,0.9616439208984389,3.268675,2.7346728,6.003348
16,04,22,intensive arm exercise,-0.28441458288236454,109.261,116.63611,7.375108398437504,5.4131904,2.7528667,8.166058
16,04,23,intensive arm exercise,-0.1040653214231964,106.816,109.37355,2.55755041503906,3.0162199,2.7188075,5.7350273
16,04,24,intensive arm exercise,1.6828908217378389,107.143,105.8955,1.247499816894532,3.4195457,2.783328,6.2028737
16,04,25,intensive arm exercise,3.765928454156203,110.294,116.88364,6.589636474609378,2.567459,2.8076694,5.3751287
16,04,26,intensive arm exercise,1.9736005035097777,112.299,115.64761,3.3486135253906184,1.3378227,2.7998378,4.1376605
16,04,27,intensive arm exercise,2.531622808454777,114.007,117.91242,3.9054221801757762,0.87552017,2.786362,3.6618822
