Signal_ID,Subject,Window,SNR,Activity,Truth,Model_ID,Ensemble_ID,Mean_Value,STD_Value
12,01,140,-6.215905932504404,various arm exercise,94.394,21,0,97.6886,2.9269335
12,01,140,-6.215905932504404,various arm exercise,94.394,21,1,97.23532,2.8861456
12,01,140,-6.215905932504404,various arm exercise,94.394,21,2,96.65882,2.9216616
12,01,140,-6.215905932504404,various arm exercise,94.394,21,3,97.80704,2.9110682
12,01,140,-6.215905932504404,various arm exercise,94.394,21,4,97.791664,2.886057
12,01,140,-6.215905932504404,various arm exercise,94.394,21,5,98.49646,2.9196787
12,01,140,-6.215905932504404,various arm exercise,94.394,21,6,95.46388,2.8319318
12,01,140,-6.215905932504404,various arm exercise,94.394,21,7,100.416504,2.9316561
12,01,140,-6.215905932504404,various arm exercise,94.394,21,8,94.54924,2.8602817
12,01,140,-6.215905932504404,various arm exercise,94.394,21,9,96.590065,2.8715177
12,01,140,-6.215905932504404,various arm exercise,94.394,21,10,95.79544,2.8576431
12,01,140,-6.215905932504404,various arm exercise,94.394,21,11,98.33203,2.9114501
12,01,140,-6.215905932504404,various arm exercise,94.394,21,12,95.45834,2.8885257
12,01,140,-6.215905932504404,various arm exercise,94.394,21,13,99.21442,2.9068584
12,01,140,-6.215905932504404,various arm exercise,94.394,21,14,94.318634,2.8763309
12,01,140,-6.215905932504404,various arm exercise,94.394,21,15,99.39418,2.894864
12,01,140,-6.215905932504404,various arm exercise,94.394,21,16,96.0541,2.8657277
12,01,140,-6.215905932504404,various arm exercise,94.394,21,17,98.58758,2.9663937
12,01,140,-6.215905932504404,various arm exercise,94.394,21,18,94.81518,2.8410325
12,01,140,-6.215905932504404,various arm exercise,94.394,21,19,96.44369,2.893893
12,01,140,-6.215905932504404,various arm exercise,94.394,21,20,95.86492,2.8445554
12,01,140,-6.215905932504404,various arm exercise,94.394,21,21,99.90949,2.9114647
12,01,140,-6.215905932504404,various arm exercise,94.394,21,22,96.50462,2.8765807
12,01,140,-6.215905932504404,various arm exercise,94.394,21,23,99.44975,2.9377322
12,01,140,-6.215905932504404,various arm exercise,94.394,21,24,97.15699,2.8660398
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,0,74.31,2.5356631
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,1,75.32788,2.544136
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,2,73.09257,2.4780557
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,3,73.52148,2.4908435
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,4,74.01561,2.5072367
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,5,72.89491,2.4670835
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,6,71.81121,2.4616177
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,7,73.965065,2.5218945
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,8,74.93385,2.5181947
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,9,73.3183,2.4768457
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,10,75.73407,2.5419002
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,11,70.67433,2.4256341
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,12,74.4632,2.5264323
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,13,72.33197,2.472992
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,14,73.97016,2.4825795
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,15,73.03435,2.4877582
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,16,73.537674,2.497874
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,17,73.36447,2.5273662
12,01,103,-2.8924326570374954,various arm exercise,74.176,21,18,73.75079,2.5017078
