Signal_ID,Subject,Window,SNR,Activity,Truth,Model_ID,Ensemble_ID,Mean_Value,STD_Value
8,10,32,-1.5430575211115767,6km/h,153.8877,8,0,155.17845,3.9984455
8,10,32,-1.5430575211115767,6km/h,153.8877,8,1,157.30548,4.059044
8,10,32,-1.5430575211115767,6km/h,153.8877,8,2,157.39066,4.071497
8,10,32,-1.5430575211115767,6km/h,153.8877,8,3,155.78821,4.0250893
8,10,32,-1.5430575211115767,6km/h,153.8877,8,4,156.29697,4.044353
8,10,32,-1.5430575211115767,6km/h,153.8877,8,5,156.60516,4.042998
8,10,32,-1.5430575211115767,6km/h,153.8877,8,6,156.31818,4.0342937
8,10,32,-1.5430575211115767,6km/h,153.8877,8,7,155.81184,4.015935
8,10,32,-1.5430575211115767,6km/h,153.8877,8,8,159.03078,4.1008263
8,10,32,-1.5430575211115767,6km/h,153.8877,8,9,155.92587,4.0226574
8,10,32,-1.5430575211115767,6km/h,153.8877,8,10,157.07872,4.0470567
8,10,32,-1.5430575211115767,6km/h,153.8877,8,11,155.49599,4.029436
8,10,32,-1.5430575211115767,6km/h,153.8877,8,12,155.82396,4.0180397
8,10,32,-1.5430575211115767,6km/h,153.8877,8,13,157.04227,4.0367093
8,10,32,-1.5430575211115767,6km/h,153.8877,8,14,156.92096,4.0399804
8,10,32,-1.5430575211115767,6km/h,153.8877,8,15,155.50316,4.003807
8,10,32,-1.5430575211115767,6km/h,153.8877,8,16,154.9537,3.9990814
8,10,32,-1.5430575211115767,6km/h,153.8877,8,17,156.29366,4.039724
8,10,32,-1.5430575211115767,6km/h,153.8877,8,18,156.38795,4.031344
8,10,32,-1.5430575211115767,6km/h,153.8877,8,19,155.43042,4.015038
8,10,32,-1.5430575211115767,6km/h,153.8877,8,20,155.95825,4.0182877
8,10,32,-1.5430575211115767,6km/h,153.8877,8,21,155.03047,4.008817
8,10,32,-1.5430575211115767,6km/h,153.8877,8,22,154.99136,4.008855
8,10,32,-1.5430575211115767,6km/h,153.8877,8,23,153.61453,3.9535468
8,10,32,-1.5430575211115767,6km/h,153.8877,8,24,155.28665,4.007096
8,10,89,2.3899514779795545,6km/h,162.5387,8,0,165.38852,4.231697
8,10,89,2.3899514779795545,6km/h,162.5387,8,1,162.77524,4.192382
8,10,89,2.3899514779795545,6km/h,162.5387,8,2,162.20903,4.1736865
8,10,89,2.3899514779795545,6km/h,162.5387,8,3,161.14035,4.1348615
8,10,89,2.3899514779795545,6km/h,162.5387,8,4,163.68777,4.188467
8,10,89,2.3899514779795545,6km/h,162.5387,8,5,162.87106,4.1561193
8,10,89,2.3899514779795545,6km/h,162.5387,8,6,163.9792,4.187642
8,10,89,2.3899514779795545,6km/h,162.5387,8,7,161.4892,4.1472306
8,10,89,2.3899514779795545,6km/h,162.5387,8,8,162.72418,4.1645894
8,10,89,2.3899514779795545,6km/h,162.5387,8,9,160.12433,4.1200757
8,10,89,2.3899514779795545,6km/h,162.5387,8,10,161.98811,4.190168
8,10,89,2.3899514779795545,6km/h,162.5387,8,11,162.03374,4.139548
8,10,89,2.3899514779795545,6km/h,162.5387,8,12,161.86128,4.1535263
8,10,89,2.3899514779795545,6km/h,162.5387,8,13,162.06024,4.14559
8,10,89,2.3899514779795545,6km/h,162.5387,8,14,164.09438,4.225642
8,10,89,2.3899514779795545,6km/h,162.5387,8,15,162.84703,4.1756477
8,10,89,2.3899514779795545,6km/h,162.5387,8,16,160.6753,4.1257715
8,10,89,2.3899514779795545,6km/h,162.5387,8,17,161.94933,4.1719356
8,10,89,2.3899514779795545,6km/h,162.5387,8,18,162.9009,4.1772165
8,10,89,2.3899514779795545,6km/h,162.5387,8,19,163.08615,4.183099
8,10,89,2.3899514779795545,6km/h,162.5387,8,20,164.36472,4.213001
8,10,89,2.3899514779795545,6km/h,162.5387,8,21,161.61433,4.13368
8,10,89,2.3899514779795545,6km/h,162.5387,8,22,162.45892,4.1400924
8,10,89,2.3899514779795545,6km/h,162.5387,8,23,164.50739,4.232563
8,10,89,2.3899514779795545,6km/h,162.5387,8,24,162.44281,4.1713476
8,10,125,-7.190461488596133,12km/h,176.2821,8,0,171.02435,4.3132796
8,10,125,-7.190461488596133,12km/h,176.2821,8,1,170.80789,4.316047
8,10,125,-7.190461488596133,12km/h,176.2821,8,2,170.47726,4.2819295
8,10,125,-7.190461488596133,12km/h,176.2821,8,3,171.11407,4.3181577
8,10,125,-7.190461488596133,12km/h,176.2821,8,4,170.83646,4.318638
8,10,125,-7.190461488596133,12km/h,176.2821,8,5,171.5589,4.357475
8,10,125,-7.190461488596133,12km/h,176.2821,8,6,169.56143,4.2757826
8,10,125,-7.190461488596133,12km/h,176.2821,8,7,170.85654,4.3202534
8,10,125,-7.190461488596133,12km/h,176.2821,8,8,170.22499,4.301195
8,10,125,-7.190461488596133,12km/h,176.2821,8,9,170.81522,4.3162055
8,10,125,-7.190461488596133,12km/h,176.2821,8,10,171.17752,4.31218
8,10,125,-7.190461488596133,12km/h,176.2821,8,11,170.77026,4.3149157
8,10,125,-7.190461488596133,12km/h,176.2821,8,12,170.34598,4.287778
8,10,125,-7.190461488596133,12km/h,176.2821,8,13,170.77443,4.2993298
8,10,125,-7.190461488596133,12km/h,176.2821,8,14,171.35226,4.3437643
8,10,125,-7.190461488596133,12km/h,176.2821,8,15,170.509,4.284218
8,10,125,-7.190461488596133,12km/h,176.2821,8,16,170.73732,4.299721
8,10,125,-7.190461488596133,12km/h,176.2821,8,17,170.75923,4.337074
8,10,125,-7.190461488596133,12km/h,176.2821,8,18,171.11597,4.309959
8,10,125,-7.190461488596133,12km/h,176.2821,8,19,171.4168,4.360462
8,10,125,-7.190461488596133,12km/h,176.2821,8,20,170.7081,4.299001
8,10,125,-7.190461488596133,12km/h,176.2821,8,21,171.54346,4.348839
8,10,125,-7.190461488596133,12km/h,176.2821,8,22,170.40448,4.274015
8,10,125,-7.190461488596133,12km/h,176.2821,8,23,170.84082,4.3193913
8,10,125,-7.190461488596133,12km/h,176.2821,8,24,171.27519,4.3313937
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,0,120.26406,3.4725645
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,1,121.83939,3.4443703
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,2,122.66365,3.4745922
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,3,120.54533,3.406678
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,4,122.21142,3.4371955
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,5,121.16674,3.4113162
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,6,122.18554,3.4652216
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,7,121.76888,3.4280407
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,8,119.5358,3.4067602
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,9,122.68725,3.494566
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,10,122.12205,3.4492126
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,11,122.895134,3.4528127
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,12,123.32409,3.4938023
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,13,121.7871,3.4679024
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,14,121.12791,3.4550517
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,15,121.28284,3.4729548
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,16,122.19718,3.4752424
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,17,122.40069,3.4720807
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,18,122.10314,3.463943
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,19,122.10418,3.4660954
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,20,122.38424,3.477172
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,21,120.42615,3.37298
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,22,122.16749,3.45092
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,23,122.10055,3.4369266
8,10,12,1.2894401091782173,Rest_Begin,121.3592,8,24,121.849556,3.4503236
8,10,30,-1.6429590258599793,6km/h,154.4799,8,0,154.41586,3.9779236
8,10,30,-1.6429590258599793,6km/h,154.4799,8,1,154.44168,3.986431
8,10,30,-1.6429590258599793,6km/h,154.4799,8,2,153.94098,3.9758282
8,10,30,-1.6429590258599793,6km/h,154.4799,8,3,157.5966,4.05047
8,10,30,-1.6429590258599793,6km/h,154.4799,8,4,154.7974,3.9953249
8,10,30,-1.6429590258599793,6km/h,154.4799,8,5,154.97867,3.9951067
8,10,30,-1.6429590258599793,6km/h,154.4799,8,6,153.5264,3.966856
8,10,30,-1.6429590258599793,6km/h,154.4799,8,7,155.16214,4.031593
8,10,30,-1.6429590258599793,6km/h,154.4799,8,8,154.50812,4.0021253
8,10,30,-1.6429590258599793,6km/h,154.4799,8,9,157.35312,4.0296144
8,10,30,-1.6429590258599793,6km/h,154.4799,8,10,154.16476,4.006333
8,10,30,-1.6429590258599793,6km/h,154.4799,8,11,154.64507,4.012401
8,10,30,-1.6429590258599793,6km/h,154.4799,8,12,153.20494,3.9957893
8,10,30,-1.6429590258599793,6km/h,154.4799,8,13,154.02393,3.9974537
