Signal_ID,Subject,Window,Activity,SNR,Truth,Predictive_Mean,Absolute Error,Epistemic,Aleotoric,Predictive
6,7,0,Rest_Begin,7.44330745824712,97.7198697068404,97.7534,0.03353300312053875,1.9516177,2.7586644,4.7102823
6,7,1,Rest_Begin,8.417434104527059,96.5665236051502,95.79666,0.76986222819707,1.6076636,2.7192974,4.326961
6,7,2,Rest_Begin,6.550789444707467,94.82758620689656,94.70125,0.12633803795124265,1.0611575,2.7286515,3.789809
6,7,3,Rest_Begin,6.055669544004221,95.59675550405561,95.24483,0.35192823354779534,0.56657183,2.7493021,3.315874
6,7,4,Rest_Begin,5.684620716960984,96.05122732123797,96.68826,0.6370356182151511,1.3718095,2.7713895,4.143199
6,7,5,Rest_Begin,5.874452055744537,95.94882729211088,96.08092,0.13209006628756015,0.9247051,2.7380686,3.6627736
6,7,6,Rest_Begin,8.05799956738792,95.74468085106383,96.50269,0.7580123252056978,0.5479891,2.7179103,3.2658994
6,7,7,Rest_Begin,6.443271489698295,94.17808219178082,93.45504,0.7230422137534731,0.7556264,2.6833308,3.4389572
6,7,8,Rest_Begin,4.1242400166596935,93.96355353075171,93.61785,0.3457022734274915,0.5874695,2.6896038,3.2770734
6,7,9,Rest_Begin,3.5114108882317434,94.14225941422595,93.101875,1.0403841090501658,0.7154917,2.7024915,3.4179833
6,7,10,Rest_Begin,1.592291536611278,94.53781512605042,94.97861,0.44079205168395674,0.6399768,2.7360508,3.3760276
6,7,11,Rest_Begin,3.314787532126837,93.3609958506224,93.36994,0.008945860803379446,0.5388083,2.6939044,3.2327127
6,7,12,Rest_Begin,7.57742176549065,92.11873080859775,91.38095,0.7377798808633713,0.4083917,2.6595979,3.0679896
6,7,13,Rest_Begin,5.85129247396778,93.43148357870895,92.6092,0.822284054783168,0.28356498,2.6823814,2.9659464
6,7,14,Rest_Begin,5.069625095202831,96.26604434072345,95.51726,0.7487866502937663,0.4581799,2.736484,3.194664
6,7,15,6km/h,2.608639399370096,100.11123470522804,98.941154,1.170080225247574,1.864012,2.7931986,4.6572104
6,7,16,6km/h,0.4346404711103945,100.55865921787709,101.45658,0.8979218978455634,1.1694736,2.7963579,3.9658315
6,7,17,6km/h,-0.3099764722049047,99.2282249173098,99.01225,0.21597210969261482,4.280763,2.7968845,7.0776477
6,7,18,6km/h,-0.7552206087375875,99.009900990099,100.77629,1.7663899034556891,2.104896,2.8086135,4.9135094
6,7,19,6km/h,1.9463401041854493,100.89686098654707,102.91665,2.0197878781990255,0.7963543,2.7994514,3.5958056
6,7,20,6km/h,5.598444378428359,104.38972162740899,103.518105,0.8716170741863323,0.44582692,2.8305118,3.2763388
6,7,21,6km/h,7.322181621801125,107.47185261003071,106.04617,1.4256795143275838,0.47980803,2.8659482,3.3457563
6,7,22,6km/h,8.456130122561522,110.29411764705883,108.168686,2.1254317339728885,0.83199453,2.9101994,3.742194
6,7,23,6km/h,9.047498215220587,112.05976520811097,111.35757,0.7021983746148805,0.32538003,2.9355168,3.260897
6,7,24,6km/h,9.504426037999966,113.63636363636363,112.137344,1.4990192760120635,0.579477,2.9787312,3.5582082
6,7,25,6km/h,8.417473221407626,114.37908496732025,114.09551,0.28357257718353424,0.7862049,3.0082984,3.7945032
