Signal_ID,Subject,Window,SNR,Activity,Truth,Model_ID,Ensemble_ID,Mean_Value,STD_Value
10,12,94,9.046910827483861,6km/h,146.4208,7,0,144.64053,3.1179175
10,12,94,9.046910827483861,6km/h,146.4208,7,1,145.45523,3.1632853
10,12,94,9.046910827483861,6km/h,146.4208,7,2,145.71573,3.1415434
10,12,94,9.046910827483861,6km/h,146.4208,7,3,146.82013,3.1887467
10,12,94,9.046910827483861,6km/h,146.4208,7,4,145.30008,3.1062222
10,12,94,9.046910827483861,6km/h,146.4208,7,5,145.55548,3.1237495
10,12,94,9.046910827483861,6km/h,146.4208,7,6,145.767,3.1396391
10,12,94,9.046910827483861,6km/h,146.4208,7,7,145.61542,3.135178
10,12,94,9.046910827483861,6km/h,146.4208,7,8,148.2587,3.1851592
10,12,94,9.046910827483861,6km/h,146.4208,7,9,146.19382,3.139783
10,12,94,9.046910827483861,6km/h,146.4208,7,10,145.26944,3.1378918
10,12,94,9.046910827483861,6km/h,146.4208,7,11,146.64746,3.1735995
10,12,94,9.046910827483861,6km/h,146.4208,7,12,146.79214,3.1513166
10,12,94,9.046910827483861,6km/h,146.4208,7,13,145.69897,3.1776636
10,12,94,9.046910827483861,6km/h,146.4208,7,14,144.95682,3.1244936
10,12,94,9.046910827483861,6km/h,146.4208,7,15,145.76413,3.1363506
10,12,94,9.046910827483861,6km/h,146.4208,7,16,146.0881,3.1514301
10,12,94,9.046910827483861,6km/h,146.4208,7,17,146.04517,3.1414416
10,12,94,9.046910827483861,6km/h,146.4208,7,18,147.44531,3.185113
10,12,94,9.046910827483861,6km/h,146.4208,7,19,145.07132,3.112663
10,12,94,9.046910827483861,6km/h,146.4208,7,20,147.5799,3.1722393
10,12,94,9.046910827483861,6km/h,146.4208,7,21,144.34741,3.1209023
10,12,94,9.046910827483861,6km/h,146.4208,7,22,144.69534,3.1181314
10,12,94,9.046910827483861,6km/h,146.4208,7,23,146.41776,3.1268969
10,12,94,9.046910827483861,6km/h,146.4208,7,24,147.37009,3.1864293
10,12,97,9.255443986043323,6km/h,145.9459,7,0,147.14188,3.1602285
10,12,97,9.255443986043323,6km/h,145.9459,7,1,146.44058,3.1578069
10,12,97,9.255443986043323,6km/h,145.9459,7,2,147.35437,3.1709926
10,12,97,9.255443986043323,6km/h,145.9459,7,3,144.81467,3.12982
10,12,97,9.255443986043323,6km/h,145.9459,7,4,146.0246,3.1460156
10,12,97,9.255443986043323,6km/h,145.9459,7,5,147.212,3.1651626
10,12,97,9.255443986043323,6km/h,145.9459,7,6,146.27179,3.161266
10,12,97,9.255443986043323,6km/h,145.9459,7,7,146.95203,3.152425
10,12,97,9.255443986043323,6km/h,145.9459,7,8,146.29892,3.167966
10,12,97,9.255443986043323,6km/h,145.9459,7,9,146.61795,3.169343
10,12,97,9.255443986043323,6km/h,145.9459,7,10,146.13666,3.157087
10,12,97,9.255443986043323,6km/h,145.9459,7,11,145.32455,3.1394424
10,12,97,9.255443986043323,6km/h,145.9459,7,12,143.6872,3.1060965
10,12,97,9.255443986043323,6km/h,145.9459,7,13,146.9271,3.1643114
10,12,97,9.255443986043323,6km/h,145.9459,7,14,144.09991,3.1060872
10,12,97,9.255443986043323,6km/h,145.9459,7,15,146.48325,3.1944103
