Signal_ID,Subject,Window,Activity,SNR,Truth,Predictive_Mean,Absolute Error,Epistemic,Aleotoric,Predictive
13,10,0,Rest_Begin,-13.61853097309655,141.50943396226415,114.46833,27.041103578963373,3.71283,3.3894243,7.1022544
13,10,1,Rest_Begin,-34.329502669881045,138.88888888888889,138.42455,0.46434360080294823,0.5556929,1.9499545,2.5056474
13,10,2,Rest_Begin,-20.590848648385993,138.88888888888889,140.0498,1.1609157986111143,0.22484243,1.874583,2.0994253
13,10,3,Rest_Begin,-6.676422831697608,141.50943396226415,141.96487,0.45544030531397084,0.45778227,1.8874803,2.3452625
13,10,4,Rest_Begin,1.4978339836774721,147.05882352941177,143.8475,3.211319867302393,0.27974197,1.9259653,2.2057073
13,10,5,Rest_Begin,1.7649739301769196,144.23076923076923,145.49551,1.2647446852463986,0.35955894,1.9580911,2.31765
13,10,6,6km/h,0.9261849048715886,144.23076923076923,143.93344,0.2973280686598514,0.30722207,1.9416168,2.248839
13,10,7,6km/h,-0.4977517303910725,141.50943396226415,140.89198,0.6174509300375917,0.18280803,1.9069797,2.0897877
13,10,8,6km/h,-0.4784954400282831,138.88888888888889,138.54367,0.34521823459201073,0.14357227,1.8665235,2.0100958
13,10,9,6km/h,-0.18360804686648685,136.36363636363637,139.20128,2.8376423228870635,0.21614109,1.8842086,2.1003497
13,10,10,6km/h,0.8208960084632877,141.50943396226415,140.5981,0.9113352073813417,0.1794873,1.9332606,2.112748
13,10,11,6km/h,-0.25259573386860507,147.05882352941177,146.28168,0.777146283318018,0.26618344,2.14659,2.4127734
13,10,12,6km/h,-3.4985993477150257,147.05882352941177,146.47107,0.587754193474268,0.88426626,2.0837994,2.9680657
13,10,13,6km/h,-8.012221100448937,147.05882352941177,149.54868,2.489852007697607,1.9192201,2.203526,4.122746
13,10,14,6km/h,-8.980627481130451,144.23076923076923,146.02576,1.7949876051682736,3.48199,2.248863,5.730853
13,10,15,6km/h,-6.250696519544318,147.05882352941177,146.31422,0.7445992862477055,2.0873044,2.077767,4.1650715
13,10,16,6km/h,-4.067066579306103,147.05882352941177,147.57605,0.517226275275732,0.9106437,2.0663877,2.9770312
13,10,17,6km/h,-3.096784601215996,147.05882352941177,145.61522,1.4436044132008305,0.42826796,2.0157552,2.4440231
13,10,18,6km/h,-3.741517495405604,147.05882352941177,146.58286,0.47596830480239305,1.418061,2.162453,3.580514
13,10,19,6km/h,-0.3885936088242319,144.23076923076923,144.1075,0.1232710618239139,0.9280703,1.971313,2.8993833
13,10,20,6km/h,0.28713297335163634,144.23076923076923,144.41049,0.1797227125901486,0.51237184,1.9682295,2.4806013
13,10,21,6km/h,1.296570532621264,144.23076923076923,145.43503,1.2042588454026486,0.7626046,2.0451384,2.807743
13,10,22,6km/h,1.2661533834796703,150.0,146.82669,3.173309326171875,0.47513062,2.017089,2.4922194
13,10,23,6km/h,-0.5511950895621703,147.05882352941177,146.62372,0.43510526769301805,0.69410187,2.004039,2.6981409
13,10,24,6km/h,-1.8405827243611452,147.05882352941177,146.70149,0.35733121984145555,0.61449736,2.1011837,2.715681
13,10,25,6km/h,-2.652715331262523,147.05882352941177,145.84767,1.2111520206227055,0.6717598,1.9939811,2.665741
