Signal_ID,Subject,Window,SNR,Activity,Truth,Model_ID,Ensemble_ID,Mean_Value,STD_Value
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,0,122.00423,2.3298836
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,1,122.28509,2.3356848
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,2,121.59923,2.33452
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,3,122.42742,2.3586683
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,4,121.48516,2.3377078
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,5,121.84196,2.3463588
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,6,121.75104,2.3350086
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,7,122.99527,2.3506117
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,8,122.61507,2.3418574
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,9,122.772415,2.3568947
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,10,122.51069,2.3473332
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,11,122.30817,2.3534722
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,12,121.105415,2.3433626
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,13,121.256836,2.3603354
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,14,121.993996,2.3483105
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,15,121.32374,2.3416862
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,16,122.36285,2.3426692
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,17,122.29639,2.3443499
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,18,122.75536,2.3449574
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,19,121.28796,2.3443973
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,20,120.664986,2.3279095
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,21,122.26823,2.3595033
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,22,121.44536,2.334399
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,23,120.962135,2.347047
0,23,118,5.475125555214797,6km/h,122.95081967213115,23,24,122.64016,2.353957
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,0,140.56267,2.5544996
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,1,141.78581,2.5721192
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,2,141.70181,2.5662854
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,3,141.55656,2.5692387
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,4,140.23172,2.5476344
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,5,140.304,2.5471787
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,6,141.12006,2.5470252
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,7,142.20326,2.589076
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,8,141.58011,2.5862565
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,9,140.45193,2.5446572
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,10,140.9873,2.57543
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,11,141.52083,2.5735447
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,12,141.09378,2.5537834
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,13,140.79048,2.5516174
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,14,140.89462,2.556095
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,15,140.05344,2.5533466
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,16,141.31688,2.5634205
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,17,141.52756,2.5602183
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,18,140.47794,2.544533
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,19,141.43423,2.5646758
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,20,141.18909,2.561549
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,21,140.35217,2.5498264
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,22,141.32875,2.5589209
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,23,141.94182,2.5697632
0,23,307,5.896161428506459,7km/h,141.50943396226415,23,24,141.89732,2.5830677
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,0,120.017006,2.3156767
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,1,121.59407,2.3236272
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,2,120.29437,2.3235235
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,3,120.0997,2.30798
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,4,120.177536,2.3372378
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,5,120.10811,2.3116038
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,6,119.88993,2.3491664
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,7,118.34237,2.3963523
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,8,120.75209,2.3264701
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,9,120.44121,2.3217094
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,10,120.542725,2.328549
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,11,120.850914,2.3231392
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,12,121.586655,2.3530364
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,13,120.38552,2.3365417
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,14,119.36396,2.3145592
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,15,118.8346,2.3553426
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,16,119.05757,2.3539162
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,17,119.56697,2.3365715
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,18,121.51687,2.36394
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,19,119.95983,2.3556314
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,20,120.64564,2.3458335
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,21,120.23568,2.3415577
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,22,122.02016,2.344658
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,23,120.08189,2.3181405
0,23,114,5.946947769661868,6km/h,119.04761904761905,23,24,121.29056,2.3360324
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,0,122.180695,2.4106731
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,1,121.82873,2.4281652
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,2,121.11018,2.408512
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,3,120.4213,2.396146
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,4,119.08075,2.3981407
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,5,121.53518,2.3750563
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,6,119.995766,2.3558424
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,7,120.09202,2.384171
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,8,121.59172,2.3933342
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,9,120.34898,2.3742645
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,10,120.60474,2.394108
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,11,122.3367,2.3632877
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,12,120.23491,2.3822544
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,13,120.90955,2.4046996
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,14,121.62076,2.3875322
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,15,121.39004,2.360457
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,16,120.79012,2.3619542
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,17,120.37796,2.3676956
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,18,120.58358,2.3917599
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,19,119.8519,2.3789022
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,20,120.94884,2.3771544
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,21,119.13223,2.377921
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,22,121.434265,2.3714278
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,23,120.999,2.388501
0,23,252,3.688544770777841,7km/h,122.95081967213115,23,24,122.54608,2.4051692
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,0,133.07475,2.4380176
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,1,132.43843,2.4408014
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,2,131.8842,2.4289029
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,3,133.95982,2.4715369
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,4,131.80354,2.4223757
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,5,133.80383,2.4670498
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,6,133.06,2.4511807
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,7,133.3193,2.4418468
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,8,132.85216,2.4417806
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,9,134.13182,2.4539394
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,10,132.19093,2.424142
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,11,131.73946,2.422973
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,12,131.14459,2.41128
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,13,131.6038,2.419725
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,14,133.04388,2.446608
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,15,131.86995,2.4136403
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,16,133.39272,2.4504008
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,17,133.01804,2.43577
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,18,132.36449,2.4349027
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,19,132.2329,2.435216
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,20,131.42906,2.4012074
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,21,133.66237,2.439744
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,22,131.47198,2.4143066
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,23,133.06873,2.45258
0,23,273,4.583572344077682,7km/h,133.92857142857142,23,24,132.31032,2.437679
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,0,122.45278,2.3506215
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,1,121.559494,2.3593829
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,2,121.91572,2.3612475
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,3,123.05194,2.3409028
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,4,122.03665,2.3382773
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,5,122.41054,2.350962
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,6,122.457405,2.325571
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,7,122.26081,2.337038
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,8,122.105705,2.323923
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,9,121.620026,2.3500924
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,10,122.83831,2.3406754
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,11,122.05923,2.3475769
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,12,122.82761,2.344434
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,13,122.65303,2.379422
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,14,122.13968,2.3528247
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,15,123.1324,2.366373
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,16,122.33715,2.3647559
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,17,122.147644,2.3595405
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,18,122.26155,2.3670795
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,19,122.81523,2.344163
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,20,122.89616,2.3662653
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,21,121.25292,2.350975
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,22,122.37306,2.353139
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,23,122.61396,2.3564365
0,23,183,3.5850869673165118,3km/h,119.04761904761905,23,24,122.87092,2.3470669
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,0,123.57954,2.3399532
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,1,122.17254,2.316001
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,2,123.44073,2.346923
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,3,123.37574,2.3721397
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,4,123.26272,2.343691
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,5,123.36798,2.3532515
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,6,123.23292,2.3481405
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,7,123.86256,2.3363595
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,8,122.88371,2.3050394
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,9,123.85047,2.3452525
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,10,123.62624,2.3275878
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,11,123.63078,2.3407645
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,12,123.67299,2.3446186
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,13,123.6257,2.3252127
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,14,123.250015,2.3438523
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,15,123.19074,2.3426292
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,16,123.33265,2.3345156
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,17,123.308426,2.3415554
0,23,161,1.7289238847256363,6km/h,122.95081967213115,23,18,122.402855,2.3226154
