Signal_ID,Subject,Window,SNR,Activity,Truth,Model_ID,Ensemble_ID,Mean_Value,STD_Value
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,0,146.1383,2.4929612
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,1,146.90193,2.5090685
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,2,146.62808,2.4988482
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,3,146.82094,2.4988434
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,4,146.89996,2.5004616
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,5,147.95941,2.5424254
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,6,146.97884,2.499487
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,7,146.37305,2.4911976
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,8,145.96124,2.5053186
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,9,147.34087,2.4929671
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,10,146.70209,2.4959223
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,11,146.86728,2.5058496
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,12,146.9911,2.5011368
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,13,146.53957,2.5078413
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,14,146.19948,2.488477
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,15,146.36983,2.48742
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,16,146.87868,2.4943738
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,17,148.15872,2.5368826
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,18,146.93744,2.5080373
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,19,146.29446,2.4860823
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,20,146.30463,2.4739394
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,21,147.20578,2.5059178
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,22,146.15535,2.4838316
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,23,147.57452,2.5201993
10,11,118,-0.4958993781348195,6km/h,147.05882352941177,8,24,147.0171,2.5000033
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,0,170.13782,2.863807
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,1,169.4399,2.8424926
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,2,169.48712,2.845662
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,3,169.63715,2.816866
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,4,169.6709,2.9126098
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,5,170.54794,2.9157805
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,6,169.45224,2.86477
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,7,168.79959,2.8130383
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,8,168.64653,2.7913163
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,9,170.68039,2.8731332
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,10,169.41107,2.8506699
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,11,168.84192,2.8592577
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,12,169.2554,2.8175702
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,13,169.13977,2.8499813
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,14,170.02046,2.8264549
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,15,168.5566,2.8396978
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,16,170.13007,2.868363
10,11,307,-2.316859363773604,7km/h,170.45454545454547,8,17,168.285,2.7957466
