Signal_ID,Subject,Window,Activity,SNR,Truth,Predictive_Mean,Absolute Error,Epistemic,Aleotoric,Predictive
11,18,0,Rest_Begin,-12.227063035400521,126.48128855580138,96.53417,29.947116497695916,0.9138567,3.1257296,4.039586
11,18,1,Rest_Begin,-33.92133562207179,126.67600834338685,130.78004,4.104036212277208,1.5252701,2.2772324,3.8025026
11,18,2,Rest_Begin,-22.324237173207226,129.8094336694503,128.78998,1.01945564210655,0.52532285,2.170968,2.696291
11,18,3,Rest_Begin,-12.269812318209707,126.18033429715335,126.64096,0.46062639620602397,0.68892694,2.2042155,2.8931425
11,18,4,Rest_Begin,-10.952142175692671,128.77174801218882,126.437035,2.334713405255229,0.8027278,2.2732267,3.0759544
11,18,5,Rest_Begin,-10.100625757662677,131.56908656951964,132.13513,0.5660452664178592,4.041973,2.2669675,6.308941
11,18,6,6km/h,-7.945120304171609,132.13644199225047,144.02922,11.89277858880422,3.8961418,2.6490934,6.545235
11,18,7,6km/h,-5.3246940864773284,131.92564469156164,144.35764,12.431990806485231,1.8844223,2.6234663,4.507889
11,18,8,6km/h,-1.8737516251061188,132.75252479875303,141.08609,8.333565289137596,1.3582792,2.3807468,3.739026
11,18,9,6km/h,-0.35603986697840995,133.98115623489775,139.82208,5.840926284633497,0.90833193,2.367352,3.2756839
11,18,10,6km/h,0.3750148577082322,135.27766758420722,138.72311,3.4454464294646527,0.61835694,2.3259783,2.9443352
11,18,11,6km/h,-0.18657687861113825,138.60408115783753,138.98111,0.3770284613030981,0.6394683,2.3511038,2.990572
11,18,12,6km/h,-3.1400077221611022,135.87073870602035,136.11655,0.2458079248390277,1.4520202,2.3140354,3.7660556
11,18,13,6km/h,-4.120727276206765,135.52561155999337,135.39294,0.13266722405586506,1.4734582,2.2967167,3.770175
11,18,14,6km/h,-2.7406073151140675,138.432532084262,137.30957,1.122961771761993,1.9469265,2.341153,4.2880793
11,18,15,6km/h,-1.6043734194625439,137.64854838080083,140.8905,3.2419545488866675,0.9411491,2.418986,3.360135
11,18,16,6km/h,-1.1414926115704014,140.67791335058018,140.49681,0.18110243749424626,0.7000648,2.3616734,3.061738
11,18,17,6km/h,-1.4435978973829313,139.87133437351065,141.70741,1.8360783462159134,0.97032624,2.4038348,3.374161
11,18,18,6km/h,-2.921108079750411,139.29123720901399,141.22847,1.937232639618827,1.3677592,2.4041634,3.7719226
11,18,19,6km/h,-4.133071326437835,140.1727219239399,143.67688,3.504157958872611,0.6764274,2.4508996,3.127327
11,18,20,6km/h,-3.7004581648332464,141.53784346212072,145.96,4.422163251746468,0.68800104,2.4738038,3.1618047
11,18,21,6km/h,-6.158403391983359,142.92553003328322,148.39656,5.471030635662089,0.5703553,2.58229,3.152645
11,18,22,6km/h,-5.4306726352211045,144.29137366375724,147.21773,2.9263539973755712,0.36690268,2.5049987,2.8719013
11,18,23,6km/h,-7.164954982536495,145.57767328117262,148.14241,2.5647369971476905,1.0221603,2.574069,3.5962293
11,18,24,6km/h,-8.144829814138436,147.76882714761237,148.69775,0.9289267586376297,0.8381396,2.6375654,3.475705
11,18,25,6km/h,-7.554468966598574,147.00278144127498,149.47748,2.4746965860687737,1.0382674,2.5918097,3.6300771
11,18,26,6km/h,-9.435553736291917,148.28123341805968,149.355,1.0737623094793776,1.1931518,2.6611838,3.8543358
11,18,27,6km/h,-9.148827467787607,147.6701184373998,149.63658,1.9664629834986442,1.5255727,2.632361,4.1579337
11,18,28,6km/h,-9.108364012463316,150.94823153245352,150.36934,0.5788925431957068,1.0461737,2.6126075,3.658781
