Signal_ID,Subject,Window,SNR,Activity,Truth,Model_ID,Ensemble_ID,Mean_Value,STD_Value
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,0,122.54267,2.1161735
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,1,124.38461,2.1301382
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,2,122.71249,2.109084
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,3,123.31186,2.1007385
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,4,122.88152,2.1237419
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,5,124.69109,2.1350088
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,6,124.491295,2.1083102
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,7,123.843925,2.1229365
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,8,123.68096,2.124111
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,9,123.57256,2.1219156
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,10,122.6924,2.0898871
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,11,124.568855,2.1286888
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,12,124.25405,2.1022296
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,13,123.24563,2.0877802
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,14,122.28472,2.1067119
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,15,123.541336,2.1372325
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,16,123.88984,2.1330264
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,17,123.23429,2.102657
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,18,123.307045,2.1229398
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,19,124.15885,2.1190853
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,20,122.19283,2.10619
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,21,123.23059,2.095094
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,22,124.544205,2.1215858
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,23,123.66436,2.1281052
3,5,165,-0.07007568973796888,7km/h,127.11864406779662,2,24,124.78473,2.1477737
3,5,174,-2.5747474791025997,7km/h,131.57894736842104,2,0,130.11348,2.1225753
3,5,174,-2.5747474791025997,7km/h,131.57894736842104,2,1,131.29883,2.1968272
3,5,174,-2.5747474791025997,7km/h,131.57894736842104,2,2,130.62354,2.1746135
3,5,174,-2.5747474791025997,7km/h,131.57894736842104,2,3,131.48273,2.1578379
3,5,174,-2.5747474791025997,7km/h,131.57894736842104,2,4,131.25847,2.1479127
3,5,174,-2.5747474791025997,7km/h,131.57894736842104,2,5,130.54047,2.149281
3,5,174,-2.5747474791025997,7km/h,131.57894736842104,2,6,131.29053,2.157043
3,5,174,-2.5747474791025997,7km/h,131.57894736842104,2,7,131.75659,2.1677623
