Signal_ID,Subject,Window,Activity,SNR,Truth,Predictive_Mean,Absolute Error,Epistemic,Aleotoric,Predictive
15,21,0,Rest_Begin,-12.091447909765412,122.95081967213115,120.22391,2.7269122014280214,7.581675,3.0925515,10.674227
15,21,1,Rest_Begin,-21.64017385698328,120.96774193548387,122.766975,1.7992334673481594,0.34241483,1.8892568,2.2316716
15,21,2,Rest_Begin,-9.813140344469977,125.0,122.511215,2.4887847900390625,0.7495852,1.8819965,2.6315818
15,21,3,Rest_Begin,-2.2020559721777913,122.95081967213115,123.736755,0.7859356989626036,0.30050424,1.9073052,2.2078094
15,21,4,Rest_Begin,-0.8420909618361162,125.0,125.382095,0.3820953369140625,0.61079204,1.8679008,2.478693
15,21,5,Rest_Begin,-1.4951048216225862,127.11864406779662,126.73307,0.3855736942614669,0.54886043,1.8690088,2.417869
15,21,6,6km/h,-1.657007780272492,127.11864406779662,127.61224,0.4935995845471268,1.0460178,1.8694276,2.9154453
15,21,7,6km/h,-0.9682031385616388,131.57894736842104,133.12138,1.5424362985711468,0.838217,1.8984984,2.7367153
15,21,8,6km/h,-0.6881814747157234,133.92857142857142,134.78847,0.8598959786551461,0.6817929,1.9255105,2.6073034
15,21,9,6km/h,-0.07049401962301875,136.36363636363637,137.63461,1.270976673473001,0.55471206,1.9300209,2.484733
15,21,10,6km/h,-0.5365266784542685,136.36363636363637,137.69276,1.3291279185901885,0.6484234,1.9376479,2.5860713
15,21,11,6km/h,0.3410612861683514,136.36363636363637,139.23328,2.869640003551126,0.59893227,1.9486219,2.547554
15,21,12,6km/h,-0.24225592628471407,141.50943396226415,139.24384,2.265598513045404,0.36511156,1.9740152,2.3391268
15,21,13,6km/h,-0.9380719135864806,138.88888888888889,139.07892,0.19002956814236427,0.42778146,1.9623694,2.390151
15,21,14,6km/h,-2.25284891328722,138.88888888888889,138.99487,0.10598415798611427,0.36802277,1.9488833,2.316906
15,21,15,6km/h,-2.290371026780592,141.50943396226415,139.23808,2.2713510765219667,0.42234728,1.9672892,2.3896365
15,21,16,6km/h,-2.880842566750119,136.36363636363637,137.76135,1.397716175426126,0.98733526,1.9521194,2.9394546
15,21,17,6km/h,-2.3187837315538626,138.88888888888889,138.62436,0.26452975802951073,0.30601034,1.9528741,2.2588844
15,21,18,6km/h,-1.1562706339400965,141.50943396226415,139.8526,1.6568338646079042,0.8857066,1.9739913,2.8596978
15,21,19,6km/h,-1.0023283563453085,141.50943396226415,139.79407,1.7153665794516542,0.41530082,1.9746082,2.389909
15,21,20,6km/h,-0.49864400872663317,138.88888888888889,139.07378,0.18488735622830177,0.53195494,1.9478626,2.4798176
15,21,21,6km/h,-0.7722904655026269,141.50943396226415,141.65714,0.14770104750147084,0.45899647,1.9817501,2.4407465
15,21,22,6km/h,-1.6262352628357872,141.50943396226415,142.26517,0.7557332740639708,0.38407186,2.0030522,2.387124
15,21,23,6km/h,-2.5332126375050006,141.50943396226415,142.43867,0.9292409644936583,0.50494,1.996407,2.501347
15,21,24,6km/h,-5.6343483355922475,147.05882352941177,143.62671,3.432114545036768,0.46122658,2.086356,2.5475826
15,21,25,6km/h,-6.228084810959038,144.23076923076923,143.07541,1.1553602952223514,0.37754095,2.015222,2.3927631
15,21,26,6km/h,-5.88450816193522,141.50943396226415,142.73428,1.2248494850014708,0.5034461,2.0059032,2.5093493
15,21,27,6km/h,-4.021989465947678,147.05882352941177,144.03564,3.023178998161768,0.47395995,2.0538576,2.5278175
15,21,28,6km/h,-1.5079741603552268,144.23076923076923,142.12318,2.107585026667664,0.5294325,2.0038338,2.5332663
15,21,29,6km/h,-0.2649000510188921,141.50943396226415,142.78946,1.2800252662514708,0.31893724,2.010818,2.3297553
15,21,30,6km/h,-0.48029445557679457,141.50943396226415,142.45851,0.9490773902749083,0.34552518,2.0067866,2.3523118
15,21,31,6km/h,-0.8606138280930293,141.50943396226415,141.86743,0.35799767836084584,0.56559974,1.9960592,2.5616589
15,21,32,6km/h,-1.4590174047953866,144.23076923076923,143.27989,0.9508772629957889,0.905277,2.018696,2.923973
15,21,33,6km/h,-1.6250352590831942,144.230769230769,144.48274,0.2519730788013135,0.67140627,2.0330267,2.704433
15,21,34,6km/h,-1.8249447518245447,150.0,146.9816,3.018402099609375,0.4268019,2.072403,2.4992049
15,21,35,6km/h,-1.9405465066504854,147.05882352941177,147.48283,0.42401033289291945,0.3541315,2.0828629,2.4369943
15,21,36,6km/h,-1.7773656941372495,150.0,149.56181,0.4381866455078125,0.24753381,2.1147277,2.3622615
15,21,37,6km/h,-1.5102658573252272,150.0,150.91608,0.91607666015625,0.14980507,2.1355398,2.2853448
15,21,38,6km/h,-0.10096834982270356,153.0612244897959,152.43417,0.6270509058115294,0.45758834,2.1764138,2.6340022
15,21,39,6km/h,-0.2742736349555071,153.0612244897959,152.80019,0.26103833256934195,0.4259665,2.173985,2.5999515
15,21,40,6km/h,-0.5507370542240909,153.0612244897959,153.98254,0.9213194555165956,0.29916787,2.2158651,2.515033
15,21,41,6km/h,0.061346928271397205,156.25,156.20723,0.0427703857421875,0.60452485,2.258594,2.863119
15,21,42,6km/h,-0.8894961576415273,156.25,155.12294,1.1270599365234375,0.5169559,2.2515159,2.7684717
15,21,43,6km/h,-1.2459310107306867,156.25,156.57458,0.3245849609375,0.4803201,2.2897346,2.7700548
15,21,44,6km/h,-0.22225100717674476,156.25,155.36029,0.88970947265625,0.73549604,2.2587037,2.9941998
15,21,45,6km/h,-0.35940054448950987,156.25,154.76834,1.481658935546875,0.34670767,2.2284203,2.5751278
15,21,46,6km/h,-0.33853587359457116,156.25,154.37143,1.878570556640625,0.23441856,2.2250404,2.459459
15,21,47,6km/h,0.6148112284688406,156.25,154.65721,1.5927886962890625,0.43467197,2.2393594,2.6740313
15,21,48,6km/h,0.0838696096882712,153.0612244897959,153.06862,0.0073942846181580535,0.4319144,2.1995754,2.6314898
15,21,49,6km/h,-0.5281451445368286,156.25,153.79329,2.4567108154296875,0.5449071,2.2108705,2.7557776
15,21,50,6km/h,-0.9532875088444909,153.0612244897959,154.09515,1.0339293187978456,0.47041234,2.2209826,2.6913948
15,21,51,6km/h,-0.12488943820850917,153.0612244897959,154.32762,1.266396970165033,0.3071251,2.2100408,2.517166
15,21,52,6km/h,-1.205394723765327,156.25,154.66335,1.5866546630859375,0.49283284,2.2448037,2.7376366
15,21,53,6km/h,-0.5090817228368203,159.5744680851064,155.23163,4.342839667137639,0.3493778,2.2349887,2.5843666
15,21,54,6km/h,-0.5516770741148267,156.25,156.39978,0.1497802734375,0.32504573,2.2827382,2.607784
15,21,55,6km/h,-1.2500693477291824,156.25,158.33548,2.085479736328125,0.34373564,2.3389614,2.682697
15,21,56,6km/h,-0.017095630528889648,156.25,159.0562,2.8061981201171875,0.72615147,2.3521967,3.0783482
